Timestamp,Server,Throughput (Mbps),Source CI (TACC),Destination CI
2025-03-30 13:36:19,Virginia,4373.66417973168,325,335
2025-03-30 13:46:44,Oregon,4390.0282327625,356,340
2025-03-30 13:47:08,Virginia,4270.756640985174,356,340
2025-03-30 13:57:33,Oregon,3705.9709961286303,356,340
2025-03-30 13:57:57,Virginia,4186.08826180138,356,340
2025-03-30 14:08:22,Oregon,3800.495819022723,284,340
2025-03-30 14:08:46,Virginia,4403.395040129657,284,328
2025-03-30 14:19:11,Oregon,4456.601148481379,284,340
2025-03-30 14:19:35,Virginia,4305.095274052651,284,328
2025-03-30 14:30:00,Oregon,3846.783283089702,284,340
2025-03-30 14:30:24,Virginia,4415.394353017689,284,328
